"feature_id","original_rank_index","baseMean","alpha_used","dispFit","dispersion","mean_trt","mean_untrt","baseMean_scoring","iod_nb","cv2_nb","log_baseMean","log_iod_nb","log_cv2_nb","rank_index","log_baseMean_smooth","log_iod_nb_smooth","log_cv2_nb_smooth"
"410853",25,26.1567292168931,1.99454198461712,0.34657267032361,1.17104328301031,19.4689922241365,32.8444662096496,26.1567292168931,53.1706946033545,2.03277306434073,3.26410648883682,3.97350739125176,0.70940090241494,25,3.39690152421396,4.77789632840262,1.38099480418865
"263481",26,48.586045715378,1.82364907584891,0.218524543701947,1.82364907584891,57.028435649761,40.143655780995,48.586045715378,89.6038973680021,1.84423111715884,3.88333636448013,4.49539881644564,0.612062451965505,26,3.38059915757899,4.75409293390108,1.37349377632209
"38945",27,57.0257110169895,1.40714135374873,0.196424397788704,1.40714135374873,57.4005568193717,56.6508652146074,57.0257110169895,81.2432361989307,1.42467730344872,4.04350223660635,4.39744757096225,0.353945334355904,27,3.37136747912789,4.73441699830854,1.36304951918065
"329429",28,159.568142570478,7.4516974038536,0.114664772291329,7.4516974038536,248.165079957909,70.9712051830467,159.568142570478,1190.05351373017,7.4579643189401,5.07247105713699,7.08175355461563,2.00928249747864,28,3.35053945458418,4.71590508728049,1.36536563269631
"372469",29,23.4263467287595,2.96248917585277,0.378901327595246,2.96248917585277,21.2026417262102,25.6500517313087,23.4263467287595,70.4002986137239,3.00517615609678,3.15386131756092,4.25419750482722,1.10033618726629,29,3.34503312022106,4.69595761228881,1.35092449206774
"96935",30,34.4499704869286,3.14226176645874,0.27979916272516,3.14226176645874,36.9512160991802,31.9487248746771,34.4499704869286,109.250825116708,3.17128936752387,3.53950814076637,4.69364638650286,1.15413824573648,30,3.32800217322308,4.66673916597813,1.33873699275504
"343726",31,13.2696959361864,4.44588600044164,0.615949801098434,4.44588600044164,8.54479560031693,17.9945962720558,13.2696959361864,59.9955553928084,4.52124567746883,2.58548293445585,4.09427048269175,1.5087875482359,31,3.31383712391779,4.64209421779326,1.32825709387546
"120304",32,33.5492595777047,1.61643195177132,0.285453292983874,1.01622038769501,25.1610381162069,41.9374810392025,33.5492595777047,55.2300951396718,1.64623886890115,3.51301479395523,4.01150800652019,0.498493212564965,32,3.30158143396347,4.61448252995276,1.31290109598929
"39125",33,12.0341932536641,4.38434581923436,0.672082758047484,4.38434581923436,10.4877311288277,13.5806553785006,12.0341932536641,53.7620648795607,4.46744237410276,2.48775203564081,3.9845681046953,1.49681606905449,33,3.28396840419526,4.59914555773279,1.31517715353753
"135069",34,23.4032556714525,1.47628769911186,0.37920690072031,1.00568473621154,20.8034433707175,26.0030679721876,23.4032556714525,35.5499384669353,1.51901679689375,3.15287514394446,3.57093842535985,0.418063281415399,34,3.26426989506676,4.56861049767033,1.30434060260357
