"percentile","rank_index","mu","variance","iod_emp","cv2_emp","iod_nb_gw","cv2_nb_gw","iod_nb_fit","cv2_nb_fit","iod_nb_final","cv2_nb_final","alpha_gene_wise","alpha_fitted","alpha_final","diff_emp","diff_nb_gw","diff_nb_fit","diff_nb_final"
0.87,27475,39.5087954286709,66.8072006237973,4.91829330465092,0.187473639268871,8.87464024669831,0.343665357747717,18.8454851835083,0.876872191220959,12.2562792779397,0.569084727364303,0.230111826874933,0.77577417561004,0.437719303772122,4.73081966538205,8.5309748889506,17.9686129922873,11.6871945505754
0.88,27790,52.3679031192531,97.7148103737366,5.11952716679902,0.151356259508011,8.56911835790333,0.274585366446852,19.2139737269087,0.711096199438052,12.2277572161427,0.414307969596991,0.17455867375503,0.629731876304444,0.343677399947603,4.96817090729101,8.29453299145648,18.5028775274707,11.8134492465457
0.89,28106,46.2216575254282,98.6057302408911,5.60190534706019,0.160918768057501,8.84633843555052,0.300150973059443,19.5195163610116,0.767552552180477,12.7709656647584,0.490644144345873,0.197667779716593,0.671767052303474,0.385516038303676,5.44098657900269,8.54618746249108,18.7519638088311,12.2803215204125
0.9,28422,50.4090000904359,97.0666542302726,5.23617513384335,0.155897730899813,8.46160899030502,0.277846367085589,19.3770179679745,0.721487028857471,12.2440909029636,0.441024505311118,0.179925345463704,0.645342473631086,0.352453128969323,5.08027740294354,8.18376262321943,18.6555309391171,11.8030663976525
0.91,28738,48.2245014166953,98.5333878272302,5.0738904627494,0.167031283692609,8.24376484230857,0.276141795580575,19.457398748542,0.734554844670392,12.1175600008928,0.458885605535352,0.181437251364625,0.651179980639747,0.352011236997572,4.90685917905679,7.96762304672799,18.7228439038716,11.6586743953574
0.92,29054,46.3810958453792,90.2410001069392,5.22942958849774,0.156432359644027,8.48916837715317,0.274613395937699,19.5713666743294,0.781373858184455,12.4016601033646,0.462719167749874,0.176982352834325,0.702619176051621,0.360945772616046,5.07299722885372,8.21455498121547,18.789992816145,11.9389409356147
0.93,29369,50.5605180301645,85.4350354631604,5.40483238461154,0.158646644497888,8.66499029352873,0.284826675057451,19.4276081875989,0.727380824353232,12.2787642896468,0.443939700871116,0.179481356766434,0.642172619832159,0.358582867566385,5.24618574011365,8.38016361847128,18.7002273632456,11.8348245887757
0.94,29685,49.0325907767209,95.9946320118084,4.96124581118356,0.135236171468996,9.01726485392769,0.264885787392028,19.8080416079297,0.740128109535494,12.7329092638588,0.44748081139455,0.164444637449765,0.65414927839205,0.346213157496219,4.82600963971457,8.75237906653566,19.0679134983943,12.2854284524643
0.95,30001,38.0626473738943,70.8274879621508,5.16568626728714,0.190331623656124,9.04609428558123,0.346627604218702,18.7933120829623,0.930202188866434,12.2343472007225,0.534603324703641,0.217765670047188,0.821953170410803,0.415053512549786,4.97535464363102,8.69946668136253,17.8631098940958,11.6997438760189
0.96,30317,41.5146531275433,78.0751102444861,5.29562609878443,0.185848990719631,8.90181135413699,0.341309201642029,19.2168731633992,0.839263358843878,12.5071014066993,0.520607150998029,0.213241120514325,0.747824872691576,0.417424025579338,5.1097771080648,8.56050215249496,18.3776098045553,11.9864942557013
0.97,30633,53.077640647876,111.884963778379,4.70348917761465,0.14011050866927,8.71763833684785,0.25878276237913,19.8842445768047,0.710006433775091,12.6899152906598,0.412470704684265,0.176334463286317,0.630055895912268,0.32264568885573,4.56337866894538,8.45885557446872,19.1742381430296,12.2774445859755
0.98,30948,40.6312214704629,65.5801772021665,5.76342596100731,0.151612679460352,10.0510743399899,0.306758187729631,19.3236605472,0.739605367328928,13.4842943970568,0.471512459578006,0.264110505900599,0.77073593912331,0.467014121491557,5.61181328154696,9.74431615226027,18.5840551798711,13.0127819374788
0.99,31264,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,15.9653031773598,19.8356101782248,NA,NA,NA,NA
1,31580,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,16.7083802367602,20,NA,NA,NA,NA
